PENTAD,INDEX_4,INDEX_8,INDEX_9
20001030,-0.7,0.43,0.75
20001104,0.26,-0.71,0.12
20001109,1.38,-1.4,-1.21
20001114,1.01,-0.59,-1.39
20001119,-0.43,1.07,-0.35
20001124,-1.34,1.75,0.66
20001129,-1.61,1.68,1.24
20001204,-1.34,1.04,1.35
20001209,-0.75,0.35,0.94
20001214,0.77,-1.16,-0.28
20001219,0.65,-0.48,-0.87
20001224,-0.01,0.22,-0.24
20001229,0.17,0.12,-0.42
20010103,0,0.27,-0.25
20010108,0.46,0.07,-0.82
20010113,-0.03,0.39,-0.33
20010118,1.23,-0.84,-1.42
20010123,0.99,0.01,-1.81
20010128,0.08,0.84,-0.96
20010202,-0.23,0.98,-0.59
20010207,-0.97,1.71,0.02
20010212,-1.31,1.46,0.8
20010217,-0.64,0.38,0.67
20010222,-0.74,0.24,0.99
20010227,0.84,-1.12,-0.54
20010304,1,-0.73,-1.14
20010309,0.39,0.2,-0.92
20010314,-0.53,0.51,0.38
20010319,-0.26,0.23,0.19
20010324,0.01,-0.08,0.22
20010329,0.63,-0.67,-0.4
20010403,0.34,-0.23,-0.48
20010408,-0.32,0.55,0.06
20010413,0.07,-0.13,-0.13
20010418,0.54,-0.55,-0.56
20010423,0.05,0.18,-0.37
20010428,-0.7,1.01,0.16
20010503,-0.76,0.71,0.6
20010508,-1.19,0.92,1.21
20010513,-0.79,0.35,0.99
20010518,-0.42,0.08,0.7
20010523,0.63,-0.95,-0.21
20010528,0.28,-0.29,-0.23
20010602,0.66,-0.29,-0.91
20010607,0.24,0.23,-0.79
20010612,-0.47,0.66,0.15
20010617,-0.83,0.77,0.66
20010622,-0.31,0.5,-0.1
20010627,-1.76,1.71,1.39
20010702,-1.58,1.25,1.58
20010707,-0.39,-0.05,0.74
20010712,-0.05,-0.33,0.39
20010717,0.38,-0.43,-0.32
20010722,1.04,-0.85,-1.12
20010727,0.75,-0.3,-1.19
20010801,-0.34,0.84,-0.3
20010806,-0.99,1.48,0.22
20010811,-1.68,1.75,1.19
20010816,-2.22,1.97,2.01
20010821,-0.49,-0.26,1.14
20010826,0.13,-0.26,-0.1
20010831,-0.7,0.46,0.73
20010905,0.3,-0.58,0.04
20010910,0.6,-0.66,-0.57
20010915,0.49,-0.23,-0.71
20010920,0.02,0.32,-0.51
20010925,0.4,-0.02,-0.76
20010930,0.31,0.33,-0.97
20011005,-1.5,1.91,0.72
20011010,-1.22,0.88,1.28
20011015,0.14,-0.26,-0.1
20011020,0.22,-0.4,-0.09
20011025,1.16,-1.03,-1.12
20011030,0.78,-0.52,-0.88
20011104,-0.69,0.91,0.23
20011109,-1,1.17,0.55
20011114,-0.77,0.91,0.39
20011119,-1.14,1.19,0.77
20011124,-0.84,0.44,1.03
20011129,0.22,-0.42,-0.1
20011204,-0.99,0.89,0.72
20011209,-1.55,1.04,1.74
20011214,-0.49,-0.08,0.9
20011219,0.66,-1.14,-0.18
20011224,0.89,-1.14,-0.58
20011229,0.64,-0.95,-0.29
20020103,0.39,-0.6,-0.15
20020108,0.6,-0.92,-0.27
20020113,1.08,-0.95,-1.06
20020118,1.2,-0.81,-1.35
20020123,-0.05,0.97,-0.88
20020128,-1.45,1.55,1.23
20020202,0.24,-0.39,-0.07
20020207,0.09,-0.05,-0.07
20020212,-0.1,-0.07,0.17
20020217,-1.54,1.54,1.22
20020222,-0.72,0.11,1.08
20020227,1.14,-1.39,-0.83
20020304,0.6,-0.55,-0.57
20020309,0.27,-0.2,-0.3
20020314,0.78,-0.64,-0.81
20020319,0.76,-0.42,-0.98
20020324,-0.37,0.53,0.15
20020329,-0.84,0.88,0.64
20020403,0.29,-0.72,0.22
20020408,1.51,-1.82,-0.99
20020413,1.7,-1.44,-1.9
20020418,0.35,-0.02,-0.78
20020423,0.59,-0.34,-0.66
20020428,1.32,-0.7,-1.9
20020503,0.56,0.37,-1.46
20020508,-1.58,2.22,0.66
20020513,-2.95,2.81,2.69
20020518,-0.68,-0.23,1.56
20020523,0.33,-1.21,0.68
20020528,0.86,-1.62,0.05
20020602,1.13,-1.44,-0.67
20020607,1.24,-0.9,-1.35
20020612,1.1,-0.59,-1.48
20020617,-1.42,2.02,0.46
20020622,-2.24,2.24,1.88
20020627,-1.18,0.95,1.09
20020702,-1.27,0.78,1.46
20020707,-0.45,-0.22,1
20020712,-0.12,-0.38,0.66
20020717,0.82,-1.43,-0.03
20020722,-0.86,0.5,1
20020727,-0.43,0.3,0.41
20020801,0.03,0.05,-0.17
20020806,-1.5,1.65,1.03
20020811,-2.12,2.29,1.48
20020816,-2.06,1.65,2.04
20020821,-0.31,-0.31,0.87
20020826,0.63,-0.95,-0.19
20020831,0.56,-0.84,-0.17
20020905,-0.1,0.04,0.04
20020910,-0.93,0.85,0.8
20020915,-1.11,0.55,1.39
20020920,0.37,-0.76,0
20020925,0.91,-0.84,-0.84
20020930,0.56,-0.59,-0.57
20021005,-0.55,0.72,0.11
20021010,-0.47,0.46,0.37
20021015,-0.22,-0.25,0.65
20021020,0.44,-0.83,0.03
20021025,1.17,-1.55,-0.57
20021030,1.61,-1.81,-1.12
20021104,1.42,-1.27,-1.35
20021109,0.33,0.09,-0.74
20021114,-0.18,0.75,-0.4
20021119,-1.1,1.79,0.16
20021124,-2.07,1.97,1.69
20021129,-2.21,1.56,2.31
20021204,0.16,-0.74,0.38
20021209,1.24,-1.49,-0.87
20021214,1.27,-1.12,-1.21
20021219,1.98,-1.35,-2.23
20021224,0.69,0.53,-1.78
20021229,-1.46,1.94,0.72
20030103,-1.02,1.12,0.69
20030108,-0.78,0.66,0.68
20030113,-0.16,-0.25,0.37
20030118,0.79,-1.18,-0.32
20030123,0.07,-0.38,0.11
20030128,0.14,0,-0.17
20030202,-0.38,0.49,0.22
20030207,-0.34,0.36,0.24
20030212,0.5,-0.33,-0.63
20030217,0.27,-0.17,-0.46
20030222,0.47,-0.33,-0.67
20030227,-0.37,0.7,-0.03
20030304,-1.41,1.25,1.28
20030309,-1.61,1.39,1.49
20030314,1.21,-1.76,-0.33
20030319,2.78,-2.61,-2.56
20030324,1.44,-0.95,-1.78
20030329,-0.38,0.74,-0.11
20030403,-0.46,0.41,0.31
20030408,0.2,-0.65,0.25
20030413,1.66,-1.75,-1.27
20030418,0.66,-0.48,-0.83
20030423,1.14,-0.79,-1.2
20030428,1.12,-0.45,-1.6
20030503,0.2,0.59,-0.92
20030508,-0.66,1.23,0.09
20030513,-1.95,2.14,1.32
20030518,-1.56,0.89,2.01
20030523,-0.66,-0.24,1.34
20030528,0.81,-1.27,-0.3
20030602,0.55,-1.05,-0.08
20030607,0.48,-0.89,-0.05
20030612,0.74,-0.81,-0.62
20030617,1.3,-1.24,-1.09
20030622,1.38,-0.98,-1.65
20030627,0.33,-0.03,-0.65
20030702,1.18,-0.63,-1.51
20030707,0.46,0,-0.9
20030712,0.06,0.32,-0.52
20030717,-0.12,0.63,-0.54
20030722,-1.11,1.58,0.37
20030727,-0.31,0.05,0.57
20030801,-0.17,-0.08,0.32
20030806,0.01,-0.27,0.15
20030811,-0.02,-0.05,0.03
20030816,0.71,-0.55,-0.82
20030821,-0.09,0.27,-0.18
20030826,-0.36,0.52,0.09
20030831,0.03,-0.08,-0.02
20030905,-0.06,-0.08,0.04
20030910,-0.25,0.42,-0.06
20030915,-0.74,0.71,0.53
20030920,-0.58,0.17,0.93
20030925,0.71,-0.93,-0.43
20030930,0.16,-0.08,-0.19
20031005,0.38,-0.23,-0.44
20031010,-0.32,0.63,-0.11
20031015,-0.56,0.57,0.25
20031020,-0.76,0.57,0.7
20031025,-0.19,-0.38,0.64
20031030,1.15,-1.42,-0.69
20031104,0.98,-0.95,-0.98
20031109,0.3,-0.07,-0.53
20031114,-0.27,0.29,0.2
20031119,0.58,-0.59,-0.57
20031124,0.55,-0.39,-0.66
20031129,0.32,-0.18,-0.42
20031204,1.38,-0.92,-1.64
20031209,0.98,-0.21,-1.65
20031214,-1.03,1.54,0.23
20031219,-1.97,1.99,1.51
20031224,-1.13,0.48,1.5
20031229,-0.24,-0.5,0.79
20040103,-1.09,0.51,1.33
20040108,1,-1.92,-0.09
20040113,2.17,-2.58,-1.49
20040118,2.24,-2.28,-1.94
20040123,2.03,-1.45,-2.31
20040128,1.09,-0.31,-1.78
20040202,-1.19,1.8,0.44
20040207,-2.4,2.08,2.35
20040212,-0.89,0.23,1.27
20040217,1,-1.48,-0.37
20040222,2.01,-2.15,-1.63
20040227,-0.47,0.59,0.18
20040304,-0.06,0.07,-0.01
20040309,-0.24,0.69,-0.33
20040314,-2.28,2.45,1.74
20040319,-2.59,1.88,2.8
20040324,-1.42,0.17,2.5
20040329,1.34,-2.05,-0.35
20040403,1.17,-1.17,-1.1
20040408,-0.4,0.27,0.47
20040413,-0.11,-0.73,0.99
20040418,0.48,-0.72,-0.13
20040423,1.13,-0.91,-1.07
20040428,0.47,0.09,-1.15
20040503,-0.76,1.5,0
20040508,-1.71,2.01,1.06
20040513,-2.43,2.34,2.1
20040518,-1.15,0.72,1.49
20040523,-0.56,0.45,0.59
20040528,-0.04,0.29,-0.22
20040602,-1.31,1.56,0.76
20040607,-0.65,0.85,0.36
20040612,-0.87,1.16,0.37
20040617,-1.97,1.8,1.74
20040622,-2.13,1.67,2.15
20040627,-1.66,1.1,1.85
20040702,0.42,-0.85,0.09
20040707,1.63,-1.69,-1.36
20040712,0.94,-0.79,-1
20040717,0.55,-0.41,-0.64
20040722,0.59,-0.53,-0.63
20040727,0.08,0.23,-0.42
20040801,-1.41,1.55,0.93
20040806,-1.72,1.4,1.7
20040811,-1.48,1.1,1.57
20040816,-0.77,0.36,1.01
20040821,0.53,-0.98,-0.02
20040826,0.13,-0.27,-0.04
20040831,0.41,-0.48,-0.3
20040905,0.31,-0.55,-0.02
20040910,0.08,-0.13,-0.07
20040915,0.43,-0.31,-0.52
20040920,0.92,-0.59,-1.18
20040925,0.4,0.05,-0.85
20040930,-0.93,1.14,0.52
20041005,-1.67,1.37,1.68
20041010,-0.77,0.28,1.03
20041015,0.1,-0.5,0.28
20041020,1.91,-2.29,-1.14
20041025,2.29,-1.82,-2.39
20041030,0.99,-0.27,-1.6
20041104,0.02,0.27,-0.31
20041109,0.3,-0.32,-0.28
20041114,0.21,-0.21,-0.19
20041119,0.78,-0.63,-0.9
20041124,0.7,-0.39,-0.93
20041129,-0.12,0.33,-0.27
20041204,-0.92,0.89,0.72
20041209,-0.12,0.07,0.13
20041214,0.48,-0.49,-0.42
20041219,0.59,-0.37,-0.67
20041224,1.19,-0.91,-1.23
20041229,0.57,-0.07,-1.14
20050103,-1.01,1.5,0.28
20050108,-1.25,1.07,1.23
20050113,-0.02,-0.27,0.22
20050118,0.13,-0.67,0.38
20050123,0.97,-1.07,-0.88
20050128,-0.3,0.29,0.24
20050202,-1.25,0.54,1.69
20050207,-0.35,-0.5,0.97
20050212,0.88,-1.54,-0.08
20050217,0.73,-0.85,-0.63
20050222,0.94,-1.15,-0.64
20050227,1.37,-1.1,-1.49
20050304,0.06,-0.28,0.16
20050309,0.51,-1.05,0.03
20050314,1.1,-1.36,-0.74
20050319,1.12,-0.77,-1.23
20050324,0.36,0.14,-0.74
20050329,-0.63,1.24,0
20050403,-1.12,1.7,0.38
20050408,-2.86,2.68,2.6
20050413,-2.8,1.93,3.14
20050418,0.39,-1.18,0.52
20050423,2.29,-2.63,-1.53
20050428,2.17,-2,-1.97
20050503,1.01,-0.15,-1.65
20050508,-1.64,1.98,1.01
20050513,-1.19,0.43,1.83
20050518,1.55,-2.35,-0.4
20050523,2.08,-1.99,-1.97
20050528,-0.23,0.39,-0.14
20050602,-1.01,0.52,1.29
20050607,0.85,-1.12,-0.48
20050612,1,-0.85,-0.98
20050617,0.1,0.18,-0.5
20050622,-0.09,0.17,0.03
20050627,0.02,0,-0.07
20050702,0.33,0.13,-0.82
20050707,0.17,0.31,-0.76
20050712,0.19,0.08,-0.46
20050717,0.06,0.08,-0.18
20050722,-0.56,1,-0.08
20050727,-1.58,1.78,0.97
20050801,-1.83,1.58,1.76
20050806,-1.66,0.95,1.97
20050811,0.13,-0.35,0.03
20050816,0.84,-0.81,-0.76
20050821,0.53,-0.48,-0.51
20050826,0.4,-0.07,-0.81
20050831,0.32,0.02,-0.71
20050905,-1.22,1.9,0.18
20050910,-2.43,2.5,1.87
20050915,-1.65,1.63,1.34
20050920,-0.37,-0.04,0.69
20050925,0.82,-0.99,-0.57
20050930,0.05,0.05,-0.3
20051005,0.82,-0.68,-0.83
20051010,1.57,-1.06,-1.8
20051015,0.1,0.48,-0.75
20051020,-0.97,1.04,0.72
20051025,-0.04,0.15,-0.18
20051030,-0.98,1.54,0.13
20051104,-1.24,1.37,0.85
20051109,-1.32,0.98,1.43
20051114,-0.19,-0.01,0.35
20051119,0.99,-1.18,-0.7
20051124,1.15,-0.89,-1.4
20051129,0.15,0.02,-0.47
20051204,0.29,-0.28,-0.32
20051209,-0.48,0.77,-0.03
20051214,-0.3,0.28,0.26
20051219,-0.74,0.85,0.48
20051224,0.18,-0.34,-0.08
20051229,0.87,-1.21,-0.43
20060103,1.51,-1.55,-1.32
20060108,1.08,-0.7,-1.46
20060113,-0.23,0.56,-0.21
20060118,-1,0.82,0.89
20060123,-1.19,0.67,1.42
20060128,-0.27,-0.47,0.81
20060202,-0.01,-0.67,0.58
20060207,0.87,-1.4,-0.36
20060212,1.37,-1.58,-1.11
20060217,1.72,-1.57,-1.77
20060222,1.19,-0.32,-2.06
20060227,-0.32,1.09,-0.59
20060304,-0.36,0.48,0.11
20060309,-0.04,-0.07,0.03
20060314,-0.54,0.47,0.34
20060319,0.36,-0.33,-0.36
20060324,0.21,-0.22,-0.11
20060329,-0.83,0.82,0.68
20060403,-0.54,0.11,0.81
20060408,0.4,-0.97,0.21
20060413,0.7,-0.6,-0.73
20060418,-0.3,0.72,-0.28
20060423,-0.46,0.42,0.32
20060428,-0.13,-0.11,0.17
20060503,-0.27,-0.22,0.64
20060508,0.49,-0.96,-0.06
20060513,0.69,-0.94,-0.47
20060518,1.76,-1.52,-1.64
20060523,0.39,-0.12,-0.71
20060528,-0.58,0.52,0.48
20060602,0.38,-0.73,0.1
20060607,1,-1.18,-0.66
20060612,1.1,-1.08,-1.15
20060617,0.22,0.09,-0.7
20060622,0.56,-0.11,-0.9
20060627,-1.14,1.38,0.63
20060702,-1.29,0.96,1.41
20060707,-0.87,0.21,1.3
20060712,-0.15,-0.24,0.5
20060717,-0.12,-0.1,0.22
20060722,-0.38,0.14,0.48
20060727,0.44,-0.51,-0.29
20060801,0.36,-0.04,-0.78
20060806,-1.05,1.21,0.47
20060811,-0.76,0.87,0.43
20060816,-0.08,-0.02,0.17
20060821,0.29,-0.67,0.09
20060826,0.77,-0.81,-0.64
20060831,0.5,-0.62,-0.44
20060905,0.96,-0.98,-0.81
20060910,0.63,-0.17,-0.97
20060915,0.26,0.08,-0.62
20060920,-0.42,0.62,0.01
20060925,-1.43,1.74,0.71
20060930,-1.94,1.97,1.37
20061005,-2.27,1.53,2.54
20061010,0.48,-1.49,0.61
20061015,2.26,-2.79,-1.4
20061020,2.56,-2.17,-2.66
20061025,1.08,-0.6,-1.47
20061030,0.02,-0.16,0.03
20061104,-0.22,-0.1,0.34
20061109,1.28,-1.43,-0.9
20061114,1.74,-1.82,-1.3
20061119,1.75,-1.03,-2.18
20061124,0.05,0.69,-0.75
20061129,-0.55,0.9,0.13
20061204,-0.19,0.12,0.25
20061209,0.45,-0.54,-0.15
20061214,0.7,-0.36,-0.95
20061219,0.9,0.04,-1.75
20061224,1.22,-0.18,-2.09
20061229,-0.3,1.33,-0.86
20070103,-1.58,1.73,1.07
20070108,-1.31,0.97,1.29
20070113,-1.06,0.83,0.99
20070118,-0.43,0.34,0.38
20070123,-0.55,0.55,0.38
20070128,-0.22,-0.11,0.39
20070202,-0.7,0.78,0.42
20070207,-0.08,0.05,0.03
20070212,0.74,-0.8,-0.52
20070217,1.29,-0.79,-1.46
20070222,0.53,0.23,-1.27
20070227,-1.23,1.76,0.42
20070304,-1.96,1.83,1.77
20070309,-0.37,0.12,0.62
20070314,-0.02,-0.12,0.2
20070319,-0.59,0.5,0.54
20070324,-1.02,0.78,0.95
20070329,-1.11,0.55,1.48
20070403,0.62,-1.1,-0.07
20070408,1.63,-1.66,-1.29
20070413,0.56,-0.62,-0.49
20070418,-0.04,-0.17,0.14
20070423,0.01,0.02,-0.08
20070428,0.1,0.09,-0.37
20070503,-0.76,0.76,0.52
20070508,-0.99,0.8,1.05
20070513,0.04,0,-0.21
20070518,-0.4,-0.1,0.89
20070523,1.13,-1.64,-0.41
20070528,1.47,-1.2,-1.47
20070602,1.9,-1.64,-1.89
20070607,1.07,-0.71,-1.43
20070612,0.72,-0.05,-1.34
20070617,0.16,0.78,-1.15
20070622,-0.52,0.97,-0.12
20070627,-1.25,1.33,0.9
20070702,-0.86,0.91,0.44
20070707,-1.16,0.96,1.17
20070712,0.96,-0.97,-0.85
20070717,1.42,-1.26,-1.33
20070722,2.09,-1.42,-2.46
20070727,0.69,-0.04,-1.44
20070801,-0.71,1.07,0.04
20070806,-0.11,0.38,-0.27
20070811,-0.4,0.36,0.27
20070816,0.33,0.06,-0.74
20070821,0.24,-0.05,-0.46
20070826,1.33,-1,-1.56
20070831,1.4,-0.58,-2.09
20070905,0.49,0.21,-1.28
20070910,-0.88,1.23,0.24
20070915,-0.77,0.94,0.42
20070920,-0.83,1.02,0.36
20070925,-0.74,1,0.25
20070930,-0.49,0.68,0.12
20071005,-0.05,-0.11,0.2
20071010,1.18,-1.49,-0.56
20071015,1.35,-1.42,-1.02
20071020,1.36,-1.03,-1.48
20071025,0.18,0.24,-0.72
20071030,-0.73,0.98,0.36
20071104,-0.45,0.77,-0.12
20071109,-0.88,0.86,0.68
20071114,-1.36,1.28,1
20071119,-1.36,1.03,1.33
20071124,-0.96,0.44,1.15
20071129,0.65,-1.43,0.17
20071204,2.87,-2.71,-2.7
20071209,0.82,0.11,-1.7
20071214,0.75,-0.04,-1.27
20071219,-0.05,0.69,-0.66
20071224,-1.7,2.08,1.02
20071229,-1.45,1.43,1.12
20080103,-1.29,1.2,0.99
20080108,-0.14,-0.34,0.47
20080113,-0.31,-0.18,0.54
20080118,-0.55,-0.03,0.88
20080123,0.26,0.17,-0.72
20080128,0.34,0.48,-1.04
20080202,0.2,0.47,-0.85
20080207,-0.63,1.28,-0.25
20080212,-1.01,1.09,0.82
20080217,0.61,-1.14,0.11
20080222,0.88,-0.85,-0.76
20080227,0.7,-0.57,-0.75
20080304,1.91,-1.79,-1.69
20080309,2.38,-1.82,-2.68
20080314,1.78,-0.87,-2.44
20080319,-0.11,0.78,-0.62
20080324,-1.65,1.77,1.26
20080329,-1.15,0.61,1.5
20080403,1.21,-1.63,-0.78
20080408,1.19,-1.12,-1.18
20080413,0.44,-0.14,-0.71
20080418,0.25,0.18,-0.71
20080423,0.42,-0.3,-0.5
20080428,-0.07,-0.12,0.18
20080503,-0.72,0.6,0.54
20080508,-1.01,0.68,1.07
20080513,0.03,-0.36,0.14
20080518,0.51,-1.35,0.27
20080523,2.07,-2.38,-1.46
20080528,0.93,-0.95,-0.78
20080602,1.14,-0.63,-1.54
20080607,0.5,0.04,-1.07
20080612,-0.24,0.51,-0.19
20080617,-0.18,0.06,0.13
20080622,0.6,-0.65,-0.53
20080627,1.1,-1.17,-0.96
20080702,1.65,-1.62,-1.46
20080707,1.35,-1.35,-1.14
20080712,1.49,-1.47,-1.27
20080717,1.19,-0.49,-1.81
20080722,0.27,0.29,-0.96
20080727,-0.06,0.19,-0.13
20080801,-0.58,0.67,0.28
20080806,-0.07,0.37,-0.31
20080811,0.55,-0.23,-0.82
20080816,1.15,-0.71,-1.51
20080821,1.23,-0.65,-1.69
20080826,1.64,-1.04,-2.09
20080831,1.1,-0.47,-1.68
20080905,0.53,0.12,-1.21
20080910,-0.67,1.2,-0.11
20080915,-1.05,1.05,0.82
20080920,-0.47,0.33,0.47
20080925,-0.35,0.03,0.52
20080930,1.45,-1.67,-1.05
20081005,1.45,-1.34,-1.34
20081010,1.33,-0.92,-1.58
20081015,1.22,-0.48,-1.76
20081020,0.14,0.82,-1.18
20081025,-1.35,2.11,0.27
20081030,-1.31,1.21,1.09
20081104,0.74,-0.6,-0.88
20081109,0.29,0.23,-0.97
20081114,-0.38,0.69,-0.02
20081119,0.21,0.1,-0.57
20081124,-0.63,0.45,0.67
20081129,0.45,-0.73,-0.23
20081204,0.69,-0.47,-0.97
20081209,0.15,0.24,-0.61
20081214,0.64,-0.55,-0.62
20081219,1.05,-1.03,-1.01
20081224,-0.12,0.49,-0.35
20081229,-0.84,0.79,0.61
20090103,-0.2,0.02,0.32
20090108,-0.66,0.39,0.68
20090113,-0.44,-0.3,1.04
20090118,1.99,-2.29,-1.44
20090123,1.45,-1.06,-1.71
20090128,0.56,-0.04,-1.04
20090202,-0.63,1.04,-0.03
20090207,-1.24,1.14,1.03
20090212,-0.06,-0.14,0.16
20090217,0.33,-0.46,-0.29
20090222,0.72,-0.54,-0.87
20090227,0.19,0.24,-0.71
20090304,-0.13,0.33,-0.14
20090309,0.36,-0.31,-0.49
20090314,0.44,-0.25,-0.68
20090319,-1.27,1.18,1.11
20090324,-0.27,-0.31,0.88
20090329,1.94,-2.22,-1.45
20090403,1.97,-1.38,-2.38
20090408,1.54,-0.56,-2.35
20090413,0.31,0.64,-1.33
20090418,-2.38,2.36,1.86
20090423,-2.12,1.53,2.21
20090428,-0.33,-0.42,0.93
20090503,1.29,-1.71,-0.73
20090508,0.4,-0.73,-0.25
20090513,0.49,-0.41,-0.55
20090518,0.33,-0.28,-0.44
20090523,0.53,-0.55,-0.42
20090528,0.03,-0.16,0.02
20090602,-1.36,1.11,1.16
20090607,-0.84,-0.08,1.61
20090612,0.81,-1.68,0.07
20090617,1.5,-1.9,-0.97
20090622,1.31,-1.6,-0.79
20090627,1.47,-1.62,-1.2
20090702,0.34,-0.45,-0.18
20090707,0.2,-0.4,-0.03
20090712,-0.3,0.62,-0.21
20090717,-1.13,1.02,0.93
20090722,-1.06,0.78,1.2
20090727,-1.42,1.01,1.44
20090801,-1.09,0.51,1.41
20090806,-0.24,-0.37,0.71
20090811,0.65,-0.9,-0.49
20090816,1.17,-1,-1.21
20090821,1.04,-1.23,-0.75
20090826,0.47,-0.63,-0.25
20090831,-0.11,0.22,-0.13
20090905,-1.42,1.63,0.72
20090910,-1.37,1.11,1.35
20090915,0.23,-0.05,-0.52
20090920,-1.29,1.23,0.98
20090925,-1.73,1.49,1.59
20090930,-1.11,1.03,0.87
20091005,-1.11,0.98,1.03
20091010,-0.51,0.02,0.83
20091015,0.53,-0.95,-0.07
20091020,0.52,-0.73,-0.33
20091025,0.71,-0.86,-0.58
20091030,1.52,-1.73,-1.05
20091104,2.46,-2.07,-2.42
20091109,0.56,0.41,-1.52
20091114,-0.33,0.84,-0.29
20091119,-1.6,1.92,1
20091124,-1.23,1.07,1.13
20091129,-1.2,0.85,1.25
20091204,-0.45,0.35,0.43
20091209,0.35,-0.32,-0.44
20091214,-1.12,1.07,0.97
20091219,0,-0.59,0.63
20091224,1.08,-1.07,-0.85
20091229,0.03,0.59,-0.59
20100103,-1.04,1.47,0.34
20100108,-1.15,1.15,0.92
20100113,-1.48,1.2,1.41
20100118,-1.93,1.62,1.84
20100123,-0.79,0.11,1.36
20100128,-0.56,-0.21,1.11
20100202,-0.33,-0.22,0.8
20100207,0.74,-1.11,-0.2
20100212,1.78,-1.83,-1.44
20100217,0,0.06,0.01
20100222,0.77,-0.89,-0.45
20100227,0.66,-0.66,-0.57
20100304,0.17,-0.08,-0.2
20100309,-0.06,-0.02,0.21
20100314,0.28,-0.34,-0.18
20100319,0.59,-0.33,-0.67
20100324,-0.38,0.7,0
20100329,-1.37,1.43,1.11
20100403,-0.62,0.23,0.93
20100408,0.38,-0.78,0.08
20100413,0.51,-0.64,-0.28
20100418,-0.26,0.43,0
20100423,-0.5,0.35,0.55
20100428,1.06,-1.28,-0.61
20100503,1.68,-1.07,-2.17
20100508,-0.44,1.01,-0.41
20100513,-0.46,0.84,0.03
20100518,0,0.01,-0.04
20100523,-0.51,0.07,0.88
20100528,1.07,-1.44,-0.43
20100602,1.01,-0.98,-0.98
20100607,1.07,-0.69,-1.35
20100612,1,-0.84,-1.09
20100617,1.34,-1.14,-1.36
20100622,1.42,-0.72,-1.95
20100627,0.73,-0.21,-1.26
20100702,1.1,-0.63,-1.42
20100707,0.9,-0.62,-1.14
20100712,1.84,-1.79,-1.65
20100717,2.37,-1.64,-2.79
20100722,1.13,-0.12,-2.18
20100727,0.31,0.53,-1.18
20100801,-0.21,0.48,-0.08
20100806,0.94,-0.81,-1.06
20100811,1.18,-0.9,-1.41
20100816,1.87,-1.18,-2.28
20100821,0.89,-0.16,-1.64
20100826,-0.37,0.61,-0.11
20100831,0.83,-0.57,-1
20100905,1.9,-1.1,-2.6
20100910,0.04,0.67,-0.94
20100915,0.4,0.15,-1.01
20100920,1.37,-1,-1.49
20100925,1.67,-1.08,-2.01
20100930,1.68,-0.85,-2.26
20101005,0.44,0.8,-1.71
20101010,-1.69,2.25,0.62
20101015,-0.71,0.75,0.35
20101020,-0.16,0.31,-0.22
20101025,-0.51,0.87,-0.07
20101030,0.06,0.5,-0.7
20101104,-0.33,0.65,-0.11
20101109,-0.66,0.58,0.57
20101114,0.61,-0.64,-0.54
20101119,0.46,-0.17,-0.73
20101124,0.56,-0.07,-1.03
20101129,0.24,0.29,-0.76
20101204,-0.11,0.84,-0.68
20101209,-0.92,1.25,0.4
20101214,-0.44,0.44,0.41
20101219,0.68,-0.74,-0.53
20101224,-0.48,0.83,0.05
20101229,-0.07,0.25,-0.08
20110103,0.45,-0.56,-0.32
20110108,-0.83,0.78,0.72
20110113,-1.46,1.25,1.45
20110118,-0.1,-0.53,0.68
20110123,0.23,-0.55,0.05
20110128,0.32,-0.07,-0.51
20110202,-0.06,0.4,-0.42
20110207,0.22,0.12,-0.59
20110212,0.35,0.22,-0.86
20110217,-0.1,0.3,-0.09
20110222,-1.19,1.07,0.95
20110227,0.19,0.09,-0.52
20110304,0.05,0.05,-0.23
20110309,1.08,-1.02,-0.92
20110314,1.11,-0.66,-1.47
20110319,0.07,0.24,-0.5
20110324,-1.55,2.06,0.75
20110329,-1.24,1.46,0.84
20110403,-1.46,1.09,1.52
20110408,-0.15,-0.16,0.46
20110413,-0.51,0.17,0.68
20110418,-0.08,-0.09,0.13
20110423,0.51,-0.43,-0.65
20110428,0.12,0.46,-0.83
20110503,-2.1,2.25,1.5
20110508,-1.62,1.04,1.85
20110513,0.16,-0.86,0.66
20110518,1.07,-1.21,-0.77
20110523,0.21,0.13,-0.68
20110528,-1.13,1.25,0.75
20110602,0.24,-0.26,-0.03
20110607,0.05,0.34,-0.59
20110612,-1.43,1.87,0.6
20110617,-0.61,0.47,0.72
20110622,-0.06,0.06,-0.07
20110627,-0.46,0.67,0.11
20110702,-0.09,0.14,0.02
20110707,-0.09,-0.05,0.16
20110712,1.41,-1.4,-1.19
20110717,0.05,0.24,-0.49
20110722,-1.55,1.58,1.03
20110727,-0.23,0,0.38
20110801,0.36,-0.38,-0.3
20110806,-0.49,0.39,0.39
20110811,0.39,-0.48,-0.31
20110816,1.3,-1.01,-1.42
20110821,1.03,-0.83,-1.06
20110826,1.31,-0.58,-1.9
20110831,-0.46,0.78,-0.06
20110905,-0.6,0.86,0.17
20110910,0.03,0.36,-0.4
20110915,0.06,0.1,-0.28
20110920,-1.21,1.43,0.72
20110925,-0.9,1.05,0.46
20110930,-1.49,1.34,1.27
20111005,-0.51,0.24,0.66
20111010,0.73,-1.02,-0.31
20111015,2.33,-2.22,-2.07
